"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"761","Fourty-three people have lost their lives due to #influenza since the beginning of 2019 in the Western Balkan count… https://t.co/ZvQtoGSK83",FALSE,0,NA,2019-03-08 10:50:00,TRUE,NA,"1103971119621722112",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mnaEN",0,FALSE,FALSE,NA,NA
"762","Cita-citaku menjadi influenza",FALSE,0,NA,2019-03-08 10:49:17,FALSE,NA,"1103970938897391618",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pitalokashinta",0,FALSE,FALSE,NA,NA
"763","@CWGC Yesterday was the centenary of the death of Canadian Nursing Sister Rebecca McIntosh, who died from influenza… https://t.co/TbBRgpYat9",FALSE,0,"CWGC",2019-03-08 10:46:22,TRUE,"1103717239122026496","1103970205586411520","56189259","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatKeegan21",0,FALSE,FALSE,NA,NA
"764","@JoeyGraceffa I went to urgent care and was told I have influenza aka the flu.. :( I’m miserable. I can’t stop coug… https://t.co/s575gMwRcQ",FALSE,0,"JoeyGraceffa",2019-03-08 10:46:11,TRUE,"1103939814208860165","1103970160870797312","16794568","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","autummnnrosee",0,FALSE,FALSE,NA,NA
"765","@lyndonjulius Influenza!",FALSE,0,"lyndonjulius",2019-03-08 10:45:45,FALSE,"1103968891544485889","1103970050858467328","122095938","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GasantAbarder",0,FALSE,FALSE,NA,NA
"771","We honour the memory of Captain CES Russell, Royal Air Force, @DulwichCollege 1903-1904, who died  5 March 1919 of… https://t.co/Csyxwkiva2",FALSE,2,NA,2019-03-08 10:40:27,TRUE,NA,"1103968715501129730",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DCArchives",0,FALSE,FALSE,NA,NA
"774","<U+3076><U+3058><U+304D><U+305F><U+304F>
<U+304B><U+3075><U+3093><U+3057><U+3087><U+3046><U+304C><U+3064><U+3089><U+3044><U+3044><U+3061><U+306B><U+3061><U+3060><U+3063><U+305F>",FALSE,0,NA,2019-03-08 10:36:59,FALSE,NA,"1103967842343378945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","influenza_ohken",0,FALSE,FALSE,NA,NA
"776","@maretha2403 @hamoeba_ @wambohuhu (((INFLUENZA)))",FALSE,6,"maretha2403",2019-03-08 10:34:30,FALSE,"1103966491077033986","1103967217975099392","792373999753912321","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ulijandro",0,FALSE,FALSE,NA,NA
"779","Coberturas vacunales frente a #Gripe<U+0001F637><U+0001F912><U+0001F927>: podemos y debemos mejorar

Claves: formación, información, concienciación,… https://t.co/89F7yjX9J2",FALSE,9,NA,2019-03-08 10:28:26,TRUE,NA,"1103965690892087296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JavierPazEsq",9,FALSE,FALSE,NA,NA
"780","@VDirektvertrieb Ja, genau. Die Zistrose hilft ihrem Link zufolge bei der Behandlung unkomplizierten Atemwegserkran… https://t.co/vJWeshOyYJ",FALSE,0,"VDirektvertrieb",2019-03-08 10:27:52,TRUE,"1103955861817491456","1103965551968337922","2503631435","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chillkroete_77",0,FALSE,FALSE,NA,NA
"781","A small-molecule fusion inhibitor of influenza virus is orally active in mice https://t.co/u8VlU9eRGC https://t.co/ENTFRu8AaY",FALSE,0,NA,2019-03-08 10:27:07,FALSE,NA,"1103965359344885761",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","emulenews",1,FALSE,FALSE,NA,NA
"782","Insightful talk yesterday evening at @DataBeersWrik by group member @eringorsich on Data Guided Surveillance, with… https://t.co/ESuLWWDrv4",FALSE,0,NA,2019-03-08 10:27:01,TRUE,NA,"1103965337467453440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WarwickSBIDER",0,FALSE,FALSE,NA,NA
"783","Leading causes of death for women:
1) Heart disease
2) Cancer
3) Chronic lower respiratory diseases
4) Stroke
5) Al… https://t.co/GYWsfzvUMR",FALSE,1,NA,2019-03-08 10:27:01,TRUE,NA,"1103965336423022592",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","JerryBeller1",0,FALSE,FALSE,NA,NA
"784","111 anni fa, l'incubo dell'#influenza spagnola... 50 milioni di #vittime, #Virus H1N1. #novax #facciamorete… https://t.co/o3PsuCIBZJ",FALSE,1,NA,2019-03-08 10:26:23,TRUE,NA,"1103965178612326400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeiTiziana",0,FALSE,FALSE,NA,NA
"785","@sferaebbasta Ciao Sfera o Ebbasta, mi sembra che tu fugga la responsabilità sociale e l'influenza che inevitabilme… https://t.co/lIHQi7xak6",FALSE,0,"sferaebbasta",2019-03-08 10:25:08,TRUE,"1103646286111227905","1103964864031133697","116215166","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElibeleliSheba",0,FALSE,FALSE,NA,NA
"786","Editing the genes of chickens to prevent future flu outbreaks. #futurist https://t.co/eckz4fOl33 https://t.co/spdTRfY90o",FALSE,0,NA,2019-03-08 10:25:01,FALSE,NA,"1103964831118446593",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hammondfuturist",0,FALSE,FALSE,NA,NA
"787","Nonostante l'influenza, la tachipirina e il pigiama inguardabile (scusami<U+0001F602>) real_brown è comunque più bella di qual… https://t.co/jt1kdrLtBO",FALSE,0,NA,2019-03-08 10:20:19,TRUE,NA,"1103963651382394880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_paceyscreek",0,FALSE,FALSE,NA,NA
"788","Ripeka Love worked for the Maori Soldiers' Fund in #WW1, and nursed her sick relatives during the influenza pandemi… https://t.co/1GFHXFpzsx",FALSE,8,NA,2019-03-08 10:20:08,TRUE,NA,"1103963604095827969",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LivesOfWW1",4,FALSE,FALSE,NA,NA
"789","Mettere una maschera previene l’influenza? https://t.co/JA8vAkAyc7 https://t.co/ThExzimlAf",FALSE,0,NA,2019-03-08 10:19:17,FALSE,NA,"1103963390014377985",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","RiunioneP",0,FALSE,FALSE,NA,NA
"790","@wambohuhu Padahal bisa ngomongnya. "" iya maaf ka, atas perilaku saya yg dahulu2. Saya sekarang sedang menjadi lebi… https://t.co/iEd3WCakrN",FALSE,115,"wambohuhu",2019-03-08 10:19:11,TRUE,"1103947181981982721","1103963365041307648","43292372","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hamoeba_",143,FALSE,FALSE,NA,NA
"791","Mettere una maschera previene l’influenza? https://t.co/hwlpTNBfo4 https://t.co/PFvhFQ4MZW",FALSE,0,NA,2019-03-08 10:18:36,FALSE,NA,"1103963216911261696",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","investimentoita",0,FALSE,FALSE,NA,NA
"793","One-Hundred Eleven Die from Influenza in Greece This Year https://t.co/nUZUb8Ul1P https://t.co/EKZVR5LLMq",FALSE,0,NA,2019-03-08 10:18:26,FALSE,NA,"1103963175786106880",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","katiadavis",0,FALSE,FALSE,NA,NA
"794","One-Hundred Eleven Die from Influenza in Greece This Year https://t.co/7a0SsUnTlU https://t.co/9TzAjhhZZq",FALSE,0,NA,2019-03-08 10:18:24,FALSE,NA,"1103963169385603072",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","greco_news",0,FALSE,FALSE,NA,NA
"795","One-Hundred Eleven Die from Influenza in Greece This Year https://t.co/V90VfMEXvY https://t.co/sGliCgIiok",FALSE,0,NA,2019-03-08 10:18:23,FALSE,NA,"1103963163039592448",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","katiazev",0,FALSE,FALSE,NA,NA
"796","En mi escuela hay una epidemia de Influenza. Cómo sea éso, me bua pegaL un tiro.",FALSE,0,"_RitaOral",2019-03-08 10:17:16,FALSE,"1103962636625035265","1103962880574144512","715842194","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_RitaOral",0,FALSE,FALSE,NA,NA
"799","@MrAdeoluwa This your avi looks like one from those super-influencers, abi is it influenza sef....Impreza final answer. Mitsubishi Impreza.",FALSE,0,"MrAdeoluwa",2019-03-08 10:14:52,FALSE,"1103778623083986952","1103962276648943616","120139185","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mr_dumanji",0,FALSE,FALSE,NA,NA
"801","Mettere una maschera previene l’influenza? https://t.co/FQSZYLTXOP https://t.co/HL2Wt4dcee",FALSE,0,NA,2019-03-08 10:09:26,FALSE,NA,"1103960913340702722",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","RiunioneP",0,FALSE,FALSE,NA,NA
"803","Mettere una maschera previene l’influenza? https://t.co/E2QMak7k1c #LazzaroSpallanzani https://t.co/qNXLt8tgIz",FALSE,0,NA,2019-03-08 10:07:36,FALSE,NA,"1103960450688004096",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","investimentoita",0,FALSE,FALSE,NA,NA
"807","Chi è il genio che è riuscito a prendersi l'influenza intestinale a 10 giorni dalla partenza?
Io.",FALSE,0,NA,2019-03-08 10:05:51,FALSE,NA,"1103960009069789184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Whatsubtext",0,FALSE,FALSE,NA,NA
"809","Traendo ispirazione della maglie della @USWNT nella #SheBelievesCup,
in occasione dell’#InternationalWomensDay abbi… https://t.co/moAAn5Woe7",FALSE,104,NA,2019-03-08 10:03:24,TRUE,NA,"1103959394105114624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ASRomaFemminile",11,FALSE,FALSE,NA,NA
"811","Influenza, quasi 7 mln italiani colpiti: ancora 390mila casi a settimana https://t.co/qORJY3DjeD",FALSE,0,NA,2019-03-08 10:01:06,FALSE,NA,"1103958813160468481",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","SocialWebRadio",0,FALSE,FALSE,NA,NA
"814","#DariPeternakan mengajak #SobatPangan mengenal  penyakit menular hewan ke manusia. Salah satunya avian influenza at… https://t.co/qAhV2DhX2p",FALSE,0,NA,2019-03-08 10:00:01,TRUE,NA,"1103958540656340992",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FAOIndonesia",1,FALSE,FALSE,NA,NA
"816","Mettere una maschera previene l’influenza? https://t.co/FmPdxW0PkQ https://t.co/Nj503TEo5e",FALSE,0,NA,2019-03-08 09:59:05,FALSE,NA,"1103958305054093315",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","investimentoita",0,FALSE,FALSE,NA,NA
"817","Interesting new candidate for the treatment of influenza! #GeiselImmunoloyg @dmullinsdms https://t.co/TGsgKtxwYr",FALSE,1,NA,2019-03-08 09:58:23,FALSE,NA,"1103958129333669888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","astrocynical",0,FALSE,FALSE,NA,NA
"818","Mettere una maschera previene l’influenza? https://t.co/VoeWnfZfut https://t.co/075wjk3ytK",FALSE,0,NA,2019-03-08 09:58:11,FALSE,NA,"1103958080243548162",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","giornaleconf",0,FALSE,FALSE,NA,NA
"819","Influencer ni artinya penyebar virus influenza y? Baguslah ngaku, biar bisa dipetakan dan dihindari. Mencegah lebih… https://t.co/6s7xQ8IkLW",FALSE,0,NA,2019-03-08 09:58:03,TRUE,NA,"1103958044637945858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ResistEnzo_",0,FALSE,FALSE,NA,NA
"820","Mettere una maschera previene l’influenza? https://t.co/rGHcihaOIs https://t.co/mQ3LU2FIej",FALSE,0,NA,2019-03-08 09:56:37,FALSE,NA,"1103957684225826816",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","RiunioneP",0,FALSE,FALSE,NA,NA
"821","Mettere una maschera previene l’influenza? https://t.co/4QyS2mD5qc https://t.co/96zjGbeNFt",FALSE,0,NA,2019-03-08 09:55:45,FALSE,NA,"1103957465765478400",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","eradigitalenews",0,FALSE,FALSE,NA,NA
"822","c'è mio padre che è a casa da due giorni per l'influenza e già non lo sopporto più",FALSE,1,NA,2019-03-08 09:55:21,FALSE,NA,"1103957365794263040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cyphrtears",0,FALSE,FALSE,NA,NA
"823","Mettere una maschera previene l’influenza? https://t.co/gan4ZcFiBO https://t.co/MuP2rK0xqY",FALSE,0,NA,2019-03-08 09:54:15,FALSE,NA,"1103957089834143744",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","investimentoita",0,FALSE,FALSE,NA,NA
"824","‘Mukiyare - On A Clear Day Ep (Forthcoming on Influenza Media, March 25th)’ on #SoundCloud #np https://t.co/k6VuXLQHsB",FALSE,2,NA,2019-03-08 09:53:49,FALSE,NA,"1103956983143641088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bigbang74",0,FALSE,FALSE,NA,NA
"826","@RobertoBurioni @Fiorelibero411 @LiaCeli C'erano 6000 persone...lei porterebbe suo figlio immunodepresso in mezzo a… https://t.co/6wM98dMGgt",FALSE,0,"RobertoBurioni",2019-03-08 09:50:28,TRUE,"1103951573904965633","1103956137458745344","732817452569141248","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","valtersalva",0,FALSE,FALSE,NA,NA
"827","Udah mangap mangap mau bersin malah ga jadi, dongkol sumpah, mau gua tampol ni hidung. Tapi sakit.
#mrkiting #Influenza",FALSE,1,NA,2019-03-08 09:45:20,FALSE,NA,"1103954844417613824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KitingMr",0,FALSE,FALSE,NA,NA
"828","Today's sandwich section cordially showcases thawed brussel sprouts with a side of out-of-this-world influenza!",FALSE,0,NA,2019-03-08 09:44:24,FALSE,NA,"1103954610576863232",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","evkdailymenu",0,FALSE,FALSE,NA,NA
"830","Quite fitting that Influencer is practically Influenza. Another one of those same time tomorrow.",FALSE,0,NA,2019-03-08 09:37:32,FALSE,NA,"1103952884167774208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SwitchesthePlay",0,FALSE,FALSE,NA,NA
"831","Andate tutti in manifestazione oggi voi che potete pls, mentre io sono bloccata a casa con l’influenza giustamente",FALSE,1,NA,2019-03-08 09:36:59,FALSE,NA,"1103952743897710592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drtsfplsr",0,FALSE,FALSE,NA,NA
"833","@kurtsteinz @itsblakeallgdr @amvndatyree kurtsteinz influenza suina sono contagioso state attenti, salvatevi tu e a… https://t.co/e2Jd0INGBo",FALSE,3,"kurtsteinz",2019-03-08 09:35:01,TRUE,"1103951875689332736","1103952250303668230","1027199619716063233","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sickboygdr",0,FALSE,FALSE,NA,NA
"838","@PerculoPio Oggi con una botta di influenza minimo 95<U+0001F632>",FALSE,2,"PerculoPio",2019-03-08 09:19:21,FALSE,"1103266361181122561","1103948305904611328","3554372355","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GuardamiO",0,FALSE,FALSE,NA,NA
"839","Leading causes of death:
Heart disease: 635,260
Cancer: 598,038
Accidents: 161,374
Respiratory diseases: 154,596
St… https://t.co/6WqasyfQ8S",FALSE,0,NA,2019-03-08 09:17:01,TRUE,NA,"1103947721612972033",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","JerryBeller1",0,FALSE,FALSE,NA,NA
"840","A small-molecule fusion inhibitor of influenza virus is orally active in mice https://t.co/tg9V23IQ0e",FALSE,0,NA,2019-03-08 09:16:05,FALSE,NA,"1103947486790586368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dj0gil",1,FALSE,FALSE,NA,NA
"842","""A better understanding of how natural infection induces broad and  long-lived immune responses will be key to deve… https://t.co/rpbDsjwx5M",FALSE,0,NA,2019-03-08 09:15:24,TRUE,NA,"1103947311535874048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdamJKucharski",0,FALSE,FALSE,NA,NA
"843","in questo caso essere donna o uomo influenza poco, se sei vestito da poveraccio nessuno ti caga",FALSE,0,"acidintheveins",2019-03-08 09:15:01,FALSE,"1103946623867076609","1103947216639741952","757653025","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","acidintheveins",0,FALSE,FALSE,NA,NA
"844","@MakkiaRubia Decenni a urlare contro le misure del FMI e finisce che il sistema adottato con l'influenza dei cubani… https://t.co/3aW6NKB9A6",FALSE,0,"arcp_",2019-03-08 09:13:46,TRUE,"1103937248267927552","1103946903530684416","1230516942","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arcp_",0,FALSE,FALSE,NA,NA
"845","<U+0001F4C6> #8Marzo
1918 – Si registra il primo caso di influenza spagnola, è l'inizio di una devastante pandemia.
<U+0001F4DA> <U+0001F393> #AccaddeOggi",FALSE,0,NA,2019-03-08 09:13:10,FALSE,NA,"1103946749603913728",NA,"<a href=""http://ilfabri.ddns.net"" rel=""nofollow"">TontoClock</a>","PicoPaperopoli",0,FALSE,FALSE,NA,NA
"846","Our manuscript on a #broadly neutralizing small molecule for #influenza is out in the journal #science. Congratulat… https://t.co/T7G3ixcCdU",FALSE,3,NA,2019-03-08 09:11:39,TRUE,NA,"1103946368408801280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnalyticTransl",0,FALSE,FALSE,NA,NA
"848","@boucherhayes influenza",FALSE,0,"boucherhayes",2019-03-08 09:08:52,FALSE,"1103738825774428160","1103945670350782469","158512580","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ballymazoo",0,FALSE,FALSE,NA,NA
"851","In the case of GBS, it’s commonly caused by campylobacter - a bacteria causing a type of “stomach flu.” Campylobact… https://t.co/hrAOzrLKMB",FALSE,5,"GretchenScience",2019-03-08 09:03:05,TRUE,"1103944212159053825","1103944213199273984","899483327563833344","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GretchenScience",1,FALSE,FALSE,NA,NA
"852","L'#AziendaEndeavor @Buzzoole sarà presente alla @MI_DigitalWeek con un evento sulla Trasparenza nell'Influencer Mar… https://t.co/PYZrqxqLJT",FALSE,0,NA,2019-03-08 09:02:09,TRUE,NA,"1103943980163760128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Endeavor_Italy",0,FALSE,FALSE,NA,NA
"853","#Saúde: Amazonas tem 62 casos confirmados de Influenza A H1N1. Ouça: https://t.co/musfJvh8sH <U+0001F4F7> Osnei Restio/ Prefei… https://t.co/zZjM6qFXpU",FALSE,2,NA,2019-03-08 09:00:01,TRUE,NA,"1103943442420293632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ebcnarede",0,FALSE,FALSE,NA,NA
"854","Receptor for bat influenza virus uncovers potential risk to humans https://t.co/18y4UEPYBS",FALSE,1,NA,2019-03-08 08:59:59,FALSE,NA,"1103943432794529792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edin_EID",1,FALSE,FALSE,NA,NA
"855","Ich bin jetzt Influenza.

Nee. Warte. Falsches Verb. <U+0001F644>

(Dieses Jahr lasse ich mich impfen. So einen Mist brauche ich nicht noch mal.)",FALSE,3,NA,2019-03-08 08:58:28,FALSE,NA,"1103943050252955648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RAinImRuhrpott",0,FALSE,FALSE,NA,NA
"856","@tsikitswa They have a rewards thing with Absa. I think if you pay with an Absa card you get discount or something… https://t.co/yLo1kBkcuH",FALSE,0,"tsikitswa",2019-03-08 08:58:15,TRUE,"1103939616653172736","1103942998520487937","1917040922","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vumbonni",0,FALSE,FALSE,NA,NA
